Ville,Année,Mois,Ventes,Volume,PrixMedian,Stock
South Padre Island,2007,11,NA,NA,NA,NA
South Padre Island,2007,12,NA,NA,NA,NA
South Padre Island,2008,1,NA,NA,NA,NA
South Padre Island,2008,2,NA,NA,NA,NA
South Padre Island,2008,3,NA,NA,NA,NA
South Padre Island,2008,4,NA,NA,NA,NA
South Padre Island,2008,5,NA,NA,NA,NA
South Padre Island,2008,6,NA,NA,NA,NA
South Padre Island,2008,7,NA,NA,NA,NA
South Padre Island,2008,8,NA,NA,NA,NA
South Padre Island,2008,9,NA,NA,NA,NA
South Padre Island,2008,10,NA,NA,NA,NA
South Padre Island,2008,11,NA,NA,NA,NA
South Padre Island,2008,12,NA,NA,NA,NA
South Padre Island,2009,1,NA,NA,NA,NA
South Padre Island,2009,2,NA,NA,NA,NA
South Padre Island,2009,3,NA,NA,NA,NA
South Padre Island,2009,4,NA,NA,NA,NA
South Padre Island,2009,5,NA,NA,NA,NA
South Padre Island,2009,6,NA,NA,NA,NA
South Padre Island,2009,7,NA,NA,NA,NA
South Padre Island,2009,8,NA,NA,NA,NA
South Padre Island,2009,9,30,7910000,180000,1324
South Padre Island,2009,10,34,10382850,241700,1349
South Padre Island,2009,11,28,7763900,200000,1347
South Padre Island,2009,12,28,5437910,140000,1258
South Padre Island,2010,1,10,2543721,200000,1290
South Padre Island,2010,2,19,4908899,195000,1321
South Padre Island,2010,3,31,6459250,183300,1383
South Padre Island,2010,4,26,6460745,225000,1403
South Padre Island,2010,5,23,7275558,208300,1396
South Padre Island,2010,6,32,7690500,193300,1348
South Padre Island,2010,7,21,6078750,262500,1316
South Padre Island,2010,8,27,6882400,165000,1340
South Padre Island,2010,9,29,9950150,225000,1277
South Padre Island,2010,10,19,4801000,175000,1259
South Padre Island,2010,11,10,2098500,160000,1280
South Padre Island,2010,12,25,5623600,190000,NA
South Padre Island,2011,1,9,2088500,225000,1258
South Padre Island,2011,2,13,3223463,262500,817
South Padre Island,2011,3,24,5098500,180000,881
South Padre Island,2011,4,33,6461000,182000,877
South Padre Island,2011,5,28,4516647,140000,919
South Padre Island,2011,6,19,2903000,123300,934
South Padre Island,2011,7,21,5679336,150000,900
South Padre Island,2011,8,25,5807947,197500,891
South Padre Island,2011,9,24,5220400,160000,837
South Padre Island,2011,10,16,2968900,140000,827
South Padre Island,2011,11,17,3775500,243800,829
South Padre Island,2011,12,15,3106400,150000,761
South Padre Island,2012,1,12,2670350,250000,808
South Padre Island,2012,2,23,5373000,206200,742
South Padre Island,2012,3,22,4405075,160000,731
South Padre Island,2012,4,32,9251810,210000,750
South Padre Island,2012,5,37,7029500,147500,758
South Padre Island,2012,6,26,8095500,180000,755
South Padre Island,2012,7,27,5707370,190000,750
South Padre Island,2012,8,38,8355800,150000,717
South Padre Island,2012,9,24,6319141,175000,698
South Padre Island,2012,10,24,5397152,170000,733
South Padre Island,2012,11,22,4958198,200000,735
South Padre Island,2012,12,25,6163000,190000,675
South Padre Island,2013,1,21,4759500,225000,739
South Padre Island,2013,2,18,3768800,200000,730
South Padre Island,2013,3,30,6371350,168000,NA
South Padre Island,2013,4,44,10870360,208300,781
South Padre Island,2013,5,43,7991600,126000,758
South Padre Island,2013,6,41,9235790,175000,770
South Padre Island,2013,7,34,8265815,165000,767
South Padre Island,2013,8,43,9899500,196700,749
South Padre Island,2013,9,33,9005500,254200,717
South Padre Island,2013,10,26,5626300,133300,721
South Padre Island,2013,11,36,6536200,136000,733
South Padre Island,2013,12,24,5642825,172000,697
South Padre Island,2014,1,24,5286750,160000,764
South Padre Island,2014,2,22,7164300,180000,757
South Padre Island,2014,3,48,8841119,120000,764
South Padre Island,2014,4,33,5295900,110000,763
South Padre Island,2014,5,26,9408866,180000,773
South Padre Island,2014,6,44,8966812,160000,796
South Padre Island,2014,7,50,10275725,184000,773
South Padre Island,2014,8,44,12756700,175000,759
South Padre Island,2014,9,35,6524100,157500,732
South Padre Island,2014,10,54,12166100,173300,707
South Padre Island,2014,11,35,6926814,152500,700
South Padre Island,2014,12,33,7540750,215000,670
South Padre Island,2015,1,22,4893959,180000,688
South Padre Island,2015,2,21,5466400,225000,675
South Padre Island,2015,3,40,7626200,146700,711
South Padre Island,2015,4,40,8478263,180000,729
South Padre Island,2015,5,38,13782150,212500,733
South Padre Island,2015,6,40,8665950,166700,728
South Padre Island,2015,7,49,11338000,172200,728
Temple-Belton,2000,1,56,5775000,82900,582
Temple-Belton,2000,2,73,8220000,91700,617
Temple-Belton,2000,3,82,8900000,83800,634
Temple-Belton,2000,4,90,9775000,83600,647
Temple-Belton,2000,5,122,11685000,88900,637
Temple-Belton,2000,6,124,15605000,100000,627
Temple-Belton,2000,7,88,8880000,84200,595
Temple-Belton,2000,8,115,12188815,86200,578
Temple-Belton,2000,9,89,8965000,88300,560
Temple-Belton,2000,10,91,9995000,90600,536
Temple-Belton,2000,11,96,11185000,99100,523
Temple-Belton,2000,12,79,7635000,80400,501
Temple-Belton,2001,1,67,7010000,83100,592
Temple-Belton,2001,2,75,7250000,83200,592
Temple-Belton,2001,3,80,8920000,91700,572
Temple-Belton,2001,4,96,10710000,94400,565
Temple-Belton,2001,5,116,13375000,89200,557
Temple-Belton,2001,6,107,13050000,101400,631
Temple-Belton,2001,7,121,15175000,88700,627
Temple-Belton,2001,8,124,13075000,89400,591
Temple-Belton,2001,9,85,9215000,94200,598
Temple-Belton,2001,10,105,10935000,84700,606
Temple-Belton,2001,11,92,11050000,89400,590
Temple-Belton,2001,12,83,8275000,86900,572
Temple-Belton,2002,1,74,8925000,95000,584
Temple-Belton,2002,2,NA,NA,NA,NA
Temple-Belton,2002,3,NA,NA,NA,NA
Temple-Belton,2002,4,NA,NA,NA,NA
Temple-Belton,2002,5,NA,NA,NA,NA
Temple-Belton,2002,6,NA,NA,NA,NA
Temple-Belton,2002,7,NA,NA,NA,NA
Temple-Belton,2002,8,NA,NA,NA,NA
Temple-Belton,2002,9,NA,NA,NA,NA
Temple-Belton,2002,10,NA,NA,NA,NA
Temple-Belton,2002,11,NA,NA,NA,NA
Temple-Belton,2002,12,NA,NA,NA,NA
Temple-Belton,2003,1,82,8440000,91100,530
Temple-Belton,2003,2,66,7780000,104400,504
Temple-Belton,2003,3,77,7845000,88100,550
Temple-Belton,2003,4,100,11830000,95600,NA
Temple-Belton,2003,5,126,14980000,100000,NA
Temple-Belton,2003,6,136,15310000,99300,583
Temple-Belton,2003,7,110,12155000,92200,NA
Temple-Belton,2003,8,124,13335000,93800,NA
Temple-Belton,2003,9,102,12100000,93800,603
Temple-Belton,2003,10,99,10455000,93100,589
Temple-Belton,2003,11,93,10225000,96500,550
Temple-Belton,2003,12,93,11055000,101100,534
Temple-Belton,2004,1,58,7425000,98300,611
Temple-Belton,2004,2,80,9200000,95000,615
Temple-Belton,2004,3,95,10300000,96100,651
Temple-Belton,2004,4,83,9770000,103600,654
Temple-Belton,2004,5,127,14440000,96800,679
Temple-Belton,2004,6,125,15560000,108500,707
Temple-Belton,2004,7,144,17935000,99400,692
Temple-Belton,2004,8,132,15925000,98200,690
Temple-Belton,2004,9,122,14965000,101000,730
Temple-Belton,2004,10,106,12295000,101700,711
Temple-Belton,2004,11,118,14670000,96700,663
Temple-Belton,2004,12,105,11730000,95400,682
Temple-Belton,2005,1,89,10070000,96200,718
Temple-Belton,2005,2,112,12560000,94400,723
Temple-Belton,2005,3,108,12395000,102700,715
Temple-Belton,2005,4,132,16215000,104000,715
Temple-Belton,2005,5,147,20485000,112100,NA
Temple-Belton,2005,6,200,25465000,108600,NA
Temple-Belton,2005,7,167,21355000,122000,733
Temple-Belton,2005,8,183,22445000,105900,NA
Temple-Belton,2005,9,132,17195000,112300,NA
Temple-Belton,2005,10,116,15270000,116400,704
Temple-Belton,2005,11,119,15710000,110600,704
Temple-Belton,2005,12,136,17760000,111700,NA
Temple-Belton,2006,1,79,9860000,104500,746
Temple-Belton,2006,2,117,13065000,97000,NA
Temple-Belton,2006,3,138,17505000,110600,NA
Temple-Belton,2006,4,134,18250000,115800,925
Temple-Belton,2006,5,212,29920000,123000,NA
Temple-Belton,2006,6,241,35210000,128800,NA
Temple-Belton,2006,7,179,26750000,125300,889
Temple-Belton,2006,8,230,32780000,118700,NA
Temple-Belton,2006,9,134,17415000,115200,914
Temple-Belton,2006,10,156,18915000,105400,928
Temple-Belton,2006,11,134,17570000,113000,857
Temple-Belton,2006,12,164,21120000,112400,NA
Temple-Belton,2007,1,108,11990000,99000,879
Temple-Belton,2007,2,124,16000000,111800,NA
Temple-Belton,2007,3,159,20990000,111900,944
Temple-Belton,2007,4,183,24540000,116500,987
Temple-Belton,2007,5,207,30255000,117200,973
Temple-Belton,2007,6,207,29825000,125900,982
Temple-Belton,2007,7,198,27970000,119100,1032
Temple-Belton,2007,8,203,30820000,124400,NA
Temple-Belton,2007,9,129,17000000,121700,NA
Temple-Belton,2007,10,125,16645000,118000,1056
Temple-Belton,2007,11,134,18460000,123800,997
Temple-Belton,2007,12,158,23540000,127500,1021
Temple-Belton,2008,1,106,14405000,122500,1041
Temple-Belton,2008,2,128,15000000,108700,1074
Temple-Belton,2008,3,159,21380000,118100,1095
Temple-Belton,2008,4,181,26235000,122200,1063
Temple-Belton,2008,5,205,29900000,128100,1103
Temple-Belton,2008,6,169,24690000,123800,1047
Temple-Belton,2008,7,162,23035000,129500,NA
Temple-Belton,2008,8,154,23515000,128900,1025
Temple-Belton,2008,9,138,19120000,113300,992
Temple-Belton,2008,10,104,12395000,109200,971
Temple-Belton,2008,11,88,12935000,130000,944
Temple-Belton,2008,12,128,17750000,124300,925
Temple-Belton,2009,1,81,11015000,123800,987
Temple-Belton,2009,2,105,13130000,123900,1063
Temple-Belton,2009,3,104,13955000,117300,1096
Temple-Belton,2009,4,144,20085000,119000,1061
Temple-Belton,2009,5,194,27800000,124600,1084
Temple-Belton,2009,6,191,27155000,120300,1044
Temple-Belton,2009,7,176,27040000,130700,1008
Temple-Belton,2009,8,179,27090000,128400,1016
Temple-Belton,2009,9,156,20280000,112700,993
Temple-Belton,2009,10,147,20128511,119700,948
Temple-Belton,2009,11,149,20170000,121800,949
Temple-Belton,2009,12,130,18033749,111700,880
Temple-Belton,2010,1,85,11081145,105000,966
Temple-Belton,2010,2,94,11542971,110800,971
Temple-Belton,2010,3,146,20211610,125400,1110
Temple-Belton,2010,4,191,26030648,115700,1049
Temple-Belton,2010,5,194,31592541,140000,1114
Temple-Belton,2010,6,172,26038793,138000,1176
Temple-Belton,2010,7,141,20248692,115500,1195
Temple-Belton,2010,8,145,20969272,127300,1160
Temple-Belton,2010,9,113,15309100,118100,1119
Temple-Belton,2010,10,105,15017547,119200,1078
Temple-Belton,2010,11,111,13943745,107900,1052
Temple-Belton,2010,12,111,16339029,138000,1074
Temple-Belton,2011,1,77,12166619,125000,1079
Temple-Belton,2011,2,84,12638715,133800,1107
Temple-Belton,2011,3,115,14986910,121800,1171
Temple-Belton,2011,4,132,9727347,115500,1162
Temple-Belton,2011,5,160,22353413,130900,1222
Temple-Belton,2011,6,199,31235410,135100,1208
Temple-Belton,2011,7,158,23456250,125000,1193
Temple-Belton,2011,8,156,23607121,135800,1176
Temple-Belton,2011,9,117,16572024,130600,1133
Temple-Belton,2011,10,114,18668494,148900,1107
Temple-Belton,2011,11,110,15467785,117100,1095
Temple-Belton,2011,12,115,15713942,120700,1006
Temple-Belton,2012,1,106,14645505,124000,1108
Temple-Belton,2012,2,111,14873091,127500,1125
Temple-Belton,2012,3,132,19606029,134700,1135
Temple-Belton,2012,4,140,19794244,125300,1144
Temple-Belton,2012,5,188,29401590,138300,1150
Temple-Belton,2012,6,175,26355628,134600,1131
Temple-Belton,2012,7,153,22132923,124200,1089
Temple-Belton,2012,8,144,20616386,127000,1091
Temple-Belton,2012,9,129,18584043,119300,1038
Temple-Belton,2012,10,148,21442090,124200,1042
Temple-Belton,2012,11,116,15863132,118600,999
Temple-Belton,2012,12,125,19030701,132900,933
Temple-Belton,2013,1,86,10567403,93300,973
Temple-Belton,2013,2,127,13901554,94200,1059
Temple-Belton,2013,3,137,18398455,115200,1099
Temple-Belton,2013,4,139,20993735,110800,1076
Temple-Belton,2013,5,187,29146083,130000,1065
Temple-Belton,2013,6,182,28798163,129200,1037
Temple-Belton,2013,7,158,25074689,128500,1047
Temple-Belton,2013,8,193,28891002,117000,1005
Temple-Belton,2013,9,143,19692592,110000,1009
Temple-Belton,2013,10,150,23000732,117600,924
Temple-Belton,2013,11,130,16631387,112500,925
Temple-Belton,2013,12,119,19056402,135000,848
Temple-Belton,2014,1,113,15230987,100800,837
Temple-Belton,2014,2,83,12574204,128200,892
Temple-Belton,2014,3,131,16357136,102700,963
Temple-Belton,2014,4,160,21219134,115800,970
Temple-Belton,2014,5,192,29749302,131200,969
Temple-Belton,2014,6,182,31757284,148600,952
Temple-Belton,2014,7,185,27289004,130000,933
Temple-Belton,2014,8,180,27270495,134300,896
Temple-Belton,2014,9,134,22879404,142000,863
Temple-Belton,2014,10,162,23939289,115200,844
Temple-Belton,2014,11,113,16200422,126900,798
Temple-Belton,2014,12,149,25440386,140700,728
Temple-Belton,2015,1,107,17700155,124500,727
Temple-Belton,2015,2,109,14439200,120800,825
Temple-Belton,2015,3,180,24671576,123000,884
Temple-Belton,2015,4,165,27906839,145400,877
Temple-Belton,2015,5,179,30496423,142800,825
Temple-Belton,2015,6,213,35933886,148900,858
Temple-Belton,2015,7,196,32311448,139500,909
Texarkana,2000,1,NA,NA,NA,NA
Texarkana,2000,2,NA,NA,NA,NA
Texarkana,2000,3,NA,NA,NA,NA
Texarkana,2000,4,NA,NA,NA,NA
Texarkana,2000,5,NA,NA,NA,NA
Texarkana,2000,6,NA,NA,NA,NA
Texarkana,2000,7,NA,NA,NA,NA
Texarkana,2000,8,NA,NA,NA,NA
Texarkana,2000,9,NA,NA,NA,NA
Texarkana,2000,10,NA,NA,NA,NA
Texarkana,2000,11,NA,NA,NA,NA
Texarkana,2000,12,NA,NA,NA,NA
Texarkana,2001,1,101,8590000,68800,268
Texarkana,2001,2,NA,NA,NA,NA
Texarkana,2001,3,NA,NA,NA,NA
Texarkana,2001,4,NA,NA,NA,NA
Texarkana,2001,5,NA,NA,NA,NA
Texarkana,2001,6,195,28075000,120400,NA
Texarkana,2001,7,NA,NA,NA,NA
Texarkana,2001,8,83,6365000,69400,NA
Texarkana,2001,9,65,7135000,83100,NA
Texarkana,2001,10,76,7095000,70000,NA
Texarkana,2001,11,77,6190000,70600,NA
Texarkana,2001,12,73,6625000,71000,NA
Texarkana,2002,1,61,4700000,72500,NA
Texarkana,2002,2,69,6830000,70700,NA
Texarkana,2002,3,76,6510000,75500,NA
Texarkana,2002,4,88,8540000,87500,NA
Texarkana,2002,5,98,7675000,68000,NA
Texarkana,2002,6,91,8690000,78100,NA
Texarkana,2002,7,88,9825000,104600,NA
Texarkana,2002,8,81,7475000,71000,NA
Texarkana,2002,9,68,6535000,81400,NA
Texarkana,2002,10,70,6425000,85700,NA
Texarkana,2002,11,66,6105000,72000,NA
Texarkana,2002,12,88,10155000,88000,NA
Texarkana,2003,1,59,5575000,79000,NA
Texarkana,2003,2,70,7305000,90000,NA
Texarkana,2003,3,93,8165000,81900,103
Texarkana,2003,4,88,7805000,73300,311
Texarkana,2003,5,100,9825000,80000,430
Texarkana,2003,6,96,9015000,84300,NA
Texarkana,2003,7,77,7255000,88100,NA
Texarkana,2003,8,91,9890000,91200,NA
Texarkana,2003,9,84,8815000,87500,NA
Texarkana,2003,10,79,6935000,79500,NA
Texarkana,2003,11,60,5600000,81200,513
Texarkana,2003,12,64,7405000,86700,NA
Texarkana,2004,1,58,6450000,85000,500
Texarkana,2004,2,85,9925000,91900,NA
Texarkana,2004,3,67,5965000,78500,507
Texarkana,2004,4,92,9245000,83000,555
Texarkana,2004,5,71,8785000,96500,557
Texarkana,2004,6,100,9905000,91500,559
Texarkana,2004,7,72,7265000,77800,566
Texarkana,2004,8,84,9060000,97800,580
Texarkana,2004,9,81,7490000,91200,559
Texarkana,2004,10,102,10455000,86000,549
Texarkana,2004,11,96,9630000,86900,NA
Texarkana,2004,12,84,8535000,86700,NA
Texarkana,2005,1,68,6980000,86200,490
Texarkana,2005,2,80,9175000,92500,NA
Texarkana,2005,3,102,10835000,83300,NA
Texarkana,2005,4,93,11720000,103600,NA
Texarkana,2005,5,88,9415000,93300,NA
Texarkana,2005,6,108,11790000,90000,NA
Texarkana,2005,7,93,10185000,101200,NA
Texarkana,2005,8,80,8265000,92500,545
Texarkana,2005,9,84,11005000,112000,501
Texarkana,2005,10,93,10465000,90800,NA
Texarkana,2005,11,114,12130000,96200,NA
Texarkana,2005,12,82,9675000,93300,NA
Texarkana,2006,1,74,6800000,87100,NA
Texarkana,2006,2,73,7860000,84500,NA
Texarkana,2006,3,101,10650000,85500,NA
Texarkana,2006,4,99,10590000,89400,NA
Texarkana,2006,5,99,11485000,98300,NA
Texarkana,2006,6,120,13390000,93300,NA
Texarkana,2006,7,100,11570000,94300,NA
Texarkana,2006,8,104,11770000,90000,NA
Texarkana,2006,9,91,9280000,90700,NA
Texarkana,2006,10,83,9035000,91700,NA
Texarkana,2006,11,102,10720000,91400,NA
Texarkana,2006,12,84,10840000,122900,NA
Texarkana,2007,1,75,8625000,96200,NA
Texarkana,2007,2,89,9895000,105000,NA
Texarkana,2007,3,102,11995000,90000,NA
Texarkana,2007,4,97,10150000,93500,NA
Texarkana,2007,5,75,7135000,78100,NA
Texarkana,2007,6,96,12265000,107500,NA
Texarkana,2007,7,94,13155000,131100,NA
Texarkana,2007,8,83,11630000,112900,NA
Texarkana,2007,9,70,9700000,120000,NA
Texarkana,2007,10,51,6590000,111700,NA
Texarkana,2007,11,65,7565000,108500,NA
Texarkana,2007,12,63,6550000,79400,530
Texarkana,2008,1,51,5555000,101400,539
Texarkana,2008,2,65,7395000,94200,599
Texarkana,2008,3,64,6990000,98000,634
Texarkana,2008,4,90,10050000,100000,558
Texarkana,2008,5,93,9935000,97500,577
Texarkana,2008,6,97,12160000,101000,623
Texarkana,2008,7,94,12855000,124200,584
Texarkana,2008,8,95,10580000,88800,570
Texarkana,2008,9,69,7940000,99300,586
Texarkana,2008,10,67,9400000,131200,577
Texarkana,2008,11,49,5255000,80800,556
Texarkana,2008,12,73,7965000,89300,532
Texarkana,2009,1,39,4775000,95800,553
Texarkana,2009,2,53,6190000,107100,562
Texarkana,2009,3,64,7575000,120000,576
Texarkana,2009,4,57,6595000,102000,597
Texarkana,2009,5,84,11180000,110900,547
Texarkana,2009,6,94,11510000,100000,574
Texarkana,2009,7,70,8050000,115600,598
Texarkana,2009,8,85,9880000,111000,582
Texarkana,2009,9,72,8300000,97500,592
Texarkana,2009,10,69,10318260,138600,602
Texarkana,2009,11,61,6852100,99200,593
Texarkana,2009,12,63,7864050,110000,567
Texarkana,2010,1,49,6398006,110000,566
Texarkana,2010,2,62,6833422,131400,567
Texarkana,2010,3,113,6398006,71700,566
Texarkana,2010,4,85,9997020,105000,634
Texarkana,2010,5,88,11738331,112000,653
Texarkana,2010,6,77,11879618,143000,634
Texarkana,2010,7,73,10829150,125000,680
Texarkana,2010,8,84,9717825,104300,694
Texarkana,2010,9,85,11025261,123800,680
Texarkana,2010,10,60,8367500,125000,677
Texarkana,2010,11,55,6929225,102500,670
Texarkana,2010,12,71,7787287,88100,684
Texarkana,2011,1,52,6926150,113300,676
Texarkana,2011,2,51,6023947,110000,688
Texarkana,2011,3,86,9781964,95000,716
Texarkana,2011,4,73,8382625,107800,699
Texarkana,2011,5,53,6372930,98800,733
Texarkana,2011,6,88,10979751,106700,745
Texarkana,2011,7,100,11983703,106700,745
Texarkana,2011,8,85,9905896,106200,706
Texarkana,2011,9,77,9014512,114200,707
Texarkana,2011,10,80,8329606,80000,733
Texarkana,2011,11,75,9117290,92500,695
Texarkana,2011,12,64,6822199,93300,642
Texarkana,2012,1,50,5202793,92000,660
Texarkana,2012,2,78,7525140,81400,619
Texarkana,2012,3,66,8301273,105000,619
Texarkana,2012,4,79,10887299,108800,638
Texarkana,2012,5,68,8542940,103300,683
Texarkana,2012,6,88,10809212,108600,703
Texarkana,2012,7,79,10242370,111700,720
Texarkana,2012,8,84,9890000,110000,NA
Texarkana,2012,9,57,6317154,101700,723
Texarkana,2012,10,99,11520000,108800,676
Texarkana,2012,11,75,8815000,102500,666
Texarkana,2012,12,72,8150000,107300,NA
Texarkana,2013,1,41,5101567,121400,490
Texarkana,2013,2,41,4337903,108300,516
Texarkana,2013,3,56,6937448,108600,694
Texarkana,2013,4,74,9542313,105000,752
Texarkana,2013,5,85,11895239,138300,724
Texarkana,2013,6,79,9857074,114000,800
Texarkana,2013,7,79,12209694,114400,825
Texarkana,2013,8,79,12209694,114400,825
Texarkana,2013,9,99,15063364,118000,815
Texarkana,2013,10,83,13927429,121700,820
Texarkana,2013,11,71,10655633,133000,791
Texarkana,2013,12,72,8769681,100000,752
Texarkana,2014,1,73,8179495,108800,312
Texarkana,2014,2,63,8228872,102500,768
Texarkana,2014,3,89,11081961,112500,816
Texarkana,2014,4,92,10003800,94300,823
Texarkana,2014,5,87,9490154,93600,832
Texarkana,2014,6,96,13765168,116700,856
Texarkana,2014,7,100,14680941,112700,855
Texarkana,2014,8,88,11204934,102500,843
Texarkana,2014,9,89,10752370,99000,821
Texarkana,2014,10,94,10408861,95000,797
Texarkana,2014,11,72,9713525,113300,782
Texarkana,2014,12,84,11345387,96700,729
Texarkana,2015,1,75,9330521,101400,317
Texarkana,2015,2,85,9470964,93500,438
Texarkana,2015,3,92,11891170,108000,525
Texarkana,2015,4,92,11876388,107300,579
Texarkana,2015,5,105,16125371,118600,663
Texarkana,2015,6,152,22132772,131100,701
Texarkana,2015,7,103,14802267,121400,776
Tyler,2000,1,113,12425000,85800,1438
Tyler,2000,2,142,14470000,86200,1483
Tyler,2000,3,201,20860000,87800,1438
Tyler,2000,4,169,20475000,94600,1564
Tyler,2000,5,191,22775000,95000,1564
Tyler,2000,6,201,23470000,94700,1585
Tyler,2000,7,191,23070000,97900,1576
Tyler,2000,8,198,22855000,99000,1574
Tyler,2000,9,152,17355000,97500,1585
Tyler,2000,10,164,17030000,86400,1490
Tyler,2000,11,154,18140000,98800,1442
Tyler,2000,12,123,13525000,92500,1331
Tyler,2001,1,109,12885000,95000,1439
Tyler,2001,2,140,15640000,88600,1472
Tyler,2001,3,166,18375000,98900,1505
Tyler,2001,4,184,22760000,101200,1529
Tyler,2001,5,193,22975000,99500,1615
Tyler,2001,6,195,28075000,120400,1582
Tyler,2001,7,184,24410000,103500,1599
Tyler,2001,8,224,28365000,105700,1539
Tyler,2001,9,162,19810000,95000,1535
Tyler,2001,10,194,22350000,104800,1453
Tyler,2001,11,168,21010000,107500,1390
Tyler,2001,12,147,16665000,97700,1278
Tyler,2002,1,114,12140000,85000,1386
Tyler,2002,2,180,21460000,100900,1432
Tyler,2002,3,163,21090000,97300,1494
Tyler,2002,4,166,19315000,92000,1556
Tyler,2002,5,226,28945000,105800,1611
Tyler,2002,6,207,28095000,114100,1662
Tyler,2002,7,182,21670000,103500,1666
Tyler,2002,8,232,28795000,100000,1622
Tyler,2002,9,163,20845000,103700,1597
Tyler,2002,10,161,17920000,91500,1578
Tyler,2002,11,136,17780000,112600,1516
Tyler,2002,12,146,20205000,111000,1370
Tyler,2003,1,117,14960000,107900,1511
Tyler,2003,2,133,17045000,108100,1616
Tyler,2003,3,167,22140000,114600,1717
Tyler,2003,4,187,24190000,111700,1737
Tyler,2003,5,198,26595000,109700,1778
Tyler,2003,6,187,25760000,117100,1779
Tyler,2003,7,214,29440000,115400,1379
Tyler,2003,8,224,31420000,121400,1329
Tyler,2003,9,185,24660000,112900,1311
Tyler,2003,10,183,21760000,107200,1319
Tyler,2003,11,142,21075000,117000,1314
Tyler,2003,12,214,26855000,105000,1944
Tyler,2004,1,119,15825000,120500,1357
Tyler,2004,2,187,23050000,102100,1887
Tyler,2004,3,230,32740000,116100,2047
Tyler,2004,4,245,35100000,117700,2037
Tyler,2004,5,293,42360000,122800,2054
Tyler,2004,6,322,49580000,125900,2096
Tyler,2004,7,275,37870000,114400,2089
Tyler,2004,8,291,37885000,116000,2026
Tyler,2004,9,282,40265000,124300,2073
Tyler,2004,10,252,34515000,115800,2040
Tyler,2004,11,212,32350000,128700,2034
Tyler,2004,12,252,34690000,124600,1944
Tyler,2005,1,179,23210000,112600,1982
Tyler,2005,2,201,28115000,114800,2066
Tyler,2005,3,270,41760000,121800,2132
Tyler,2005,4,280,41230000,127700,2113
Tyler,2005,5,308,50545000,130300,2164
Tyler,2005,6,313,52620000,134600,2148
Tyler,2005,7,352,55265000,128500,2157
Tyler,2005,8,384,55670000,122000,2138
Tyler,2005,9,262,38670000,123400,2067
Tyler,2005,10,289,42680000,123100,2099
Tyler,2005,11,247,34305000,120800,2051
Tyler,2005,12,246,34465000,121300,1951
Tyler,2006,1,185,24350000,120300,2084
Tyler,2006,2,244,34245000,120000,2093
Tyler,2006,3,317,47280000,128100,2205
Tyler,2006,4,286,46115000,134900,2273
Tyler,2006,5,363,62700000,136000,2381
Tyler,2006,6,386,63135000,134200,2489
Tyler,2006,7,344,58425000,139100,2469
Tyler,2006,8,390,60285000,133700,2433
Tyler,2006,9,304,45925000,132100,2483
Tyler,2006,10,269,39615000,127100,2457
Tyler,2006,11,251,39945000,132200,2349
Tyler,2006,12,283,41825000,127600,2295
Tyler,2007,1,200,33950000,136300,2348
Tyler,2007,2,253,36850000,130000,2448
Tyler,2007,3,300,45345000,128500,2649
Tyler,2007,4,318,51850000,132200,2723
Tyler,2007,5,376,61645000,137700,2862
Tyler,2007,6,343,59405000,142500,2926
Tyler,2007,7,359,58290000,138400,2969
Tyler,2007,8,366,58035000,132800,2898
Tyler,2007,9,294,48870000,139000,2901
Tyler,2007,10,273,40130000,126600,2866
Tyler,2007,11,265,41310000,134800,2684
Tyler,2007,12,248,34040000,126700,2737
Tyler,2008,1,169,25530000,126200,2777
Tyler,2008,2,211,30965000,130700,2703
Tyler,2008,3,283,44050000,130300,2842
Tyler,2008,4,286,49515000,135500,2849
Tyler,2008,5,345,56310000,135900,2955
Tyler,2008,6,295,52115000,145400,3003
Tyler,2008,7,308,49570000,133600,3044
Tyler,2008,8,340,57415000,135000,2975
Tyler,2008,9,279,39520000,129200,2927
Tyler,2008,10,212,34075000,139000,2897
Tyler,2008,11,164,25505000,122700,2815
Tyler,2008,12,186,30440000,133800,2610
Tyler,2009,1,149,20910000,115600,2624
Tyler,2009,2,178,27700000,136000,2681
Tyler,2009,3,231,33760000,126800,2732
Tyler,2009,4,221,33000000,132600,2842
Tyler,2009,5,216,33305000,132700,2890
Tyler,2009,6,299,49930000,139300,2977
Tyler,2009,7,325,50080000,131400,2955
Tyler,2009,8,280,42645000,129800,2921
Tyler,2009,9,272,43515000,142000,2858
Tyler,2009,10,273,45175899,136500,2866
Tyler,2009,11,223,31849989,127900,2815
Tyler,2009,12,207,33386051,131400,2642
Tyler,2010,1,160,25486823,138900,2727
Tyler,2010,2,181,30139212,131500,2763
Tyler,2010,3,250,35866355,130000,2729
Tyler,2010,4,316,49914078,133200,3014
Tyler,2010,5,282,48445087,142000,3175
Tyler,2010,6,262,44327352,139400,3294
Tyler,2010,7,255,40930454,135700,3272
Tyler,2010,8,238,39737424,143100,3267
Tyler,2010,9,220,32134702,132900,3296
Tyler,2010,10,202,32087160,136000,3156
Tyler,2010,11,155,24411253,130000,3042
Tyler,2010,12,209,32680791,129400,2878
Tyler,2011,1,143,21049848,120600,2852
Tyler,2011,2,181,28320354,128800,2938
Tyler,2011,3,241,39049488,134200,3101
Tyler,2011,4,253,40493449,135100,3196
Tyler,2011,5,271,46763383,136100,3266
